symbol,year_id,operating_activity,investing_activity,financing_activity,net_cash_flow,free_cash_flow,cash_conversion_ratio
DABUR,30,1614.0,-517.0,-1043.0,54.0,1097.0,1.1146408839779005
DABUR,33,2115.0,-1404.0,-613.0,97.0,711.0,1.247787610619469
DABUR,36,1802.0,-1273.0,-490.0,38.0,529.0,1.034443168771527
DABUR,39,1488.0,-583.0,-1035.0,-130.0,905.0,0.8747795414462081
DABUR,42,2013.0,-971.0,-1161.0,-119.0,1042.0,1.1115405853119824
DIVISLAB,7,480.0,-255.0,-231.0,-5.0,225.0,0.7973421926910299
DIVISLAB,11,557.0,-305.0,-248.0,3.0,252.0,0.720569210866753
DIVISLAB,15,826.0,-521.0,-303.0,3.0,305.0,0.9694835680751174
DIVISLAB,18,1038.0,-406.0,-631.0,0.0,632.0,0.9218472468916519
DIVISLAB,21,1150.0,-1140.0,2.0,13.0,10.0,1.0849056603773586
DIVISLAB,24,776.0,-478.0,-314.0,-17.0,298.0,0.8848346636259977
DIVISLAB,27,954.0,-685.0,-246.0,23.0,269.0,0.70509977827051
DIVISLAB,30,1216.0,-83.0,-1091.0,41.0,1133.0,0.8830791575889615
DIVISLAB,33,1947.0,75.0,-35.0,1987.0,2022.0,0.9813508064516129
DIVISLAB,36,1912.0,-2195.0,-532.0,-816.0,-283.0,0.6459459459459459
DIVISLAB,39,2459.0,-2707.0,-797.0,-1045.0,-248.0,1.3481359649122806
DIVISLAB,42,1261.0,-269.0,-799.0,193.0,992.0,0.788125
DLF,7,2009.0,1995.0,-3951.0,52.0,4004.0,3.0119940029985006
DLF,11,1468.0,3924.0,-4532.0,860.0,5392.0,2.488135593220339
DLF,15,2037.0,98.0,-1547.0,588.0,2135.0,4.017751479289941
DLF,18,2957.0,-818.0,-1929.0,210.0,2139.0,9.695081967213115
DLF,21,-898.0,872.0,787.0,761.0,-26.0,-1.268361581920904
DLF,24,270.0,-2102.0,-232.0,-2064.0,-1832.0,0.060308242126423946
DLF,27,2043.0,3.0,875.0,2921.0,2046.0,1.5547945205479452
DLF,30,356.0,6508.0,-9522.0,-2658.0,6864.0,-0.6033898305084746
DLF,33,1460.0,150.0,-2184.0,-573.0,1610.0,1.348107109879963
DLF,36,2832.0,267.0,-3828.0,-729.0,3099.0,1.888
DLF,39,2375.0,-461.0,-2013.0,-98.0,1914.0,1.1676499508357916
DLF,42,2539.0,-1529.0,177.0,1186.0,1010.0,0.9320851688693098
DMART,7,127.0,-231.0,118.0,14.0,-104.0,1.351063829787234
DMART,11,198.0,-270.0,65.0,-7.0,-72.0,1.2298136645962734
DMART,15,222.0,-474.0,234.0,-17.0,-252.0,1.0471698113207548
DMART,18,433.0,-633.0,196.0,-3.0,-200.0,1.353125
DMART,21,455.0,-2482.0,2025.0,-1.0,-2027.0,0.9498956158663883
DMART,24,730.0,464.0,-1159.0,34.0,1194.0,0.9057071960297767
DMART,27,807.0,-958.0,209.0,57.0,-151.0,0.8946784922394678
DMART,30,1280.0,-4657.0,3357.0,-19.0,-3377.0,0.9838585703305149
DMART,33,1375.0,-1110.0,-180.0,86.0,265.0,1.2511373976342128
DMART,36,1372.0,-1289.0,-179.0,-96.0,83.0,0.9195710455764075
DMART,39,2630.0,-2313.0,-205.0,112.0,317.0,1.1059714045416316
DMART,42,2746.0,-2468.0,-148.0,130.0,278.0,1.082807570977918
DRREDDY,7,1378.0,-1437.0,-157.0,-216.0,-59.0,0.9024230517354289
DRREDDY,11,1970.0,-1604.0,-24.0,342.0,366.0,1.0035659704533877
DRREDDY,15,2524.0,-2370.0,-433.0,-280.0,154.0,1.0804794520547945
DRREDDY,18,3263.0,-1610.0,-1700.0,-47.0,1653.0,1.5312060065696855
DRREDDY,21,2144.0,-1890.0,-369.0,-114.0,254.0,1.6594427244582044
DRREDDY,24,1803.0,-1483.0,-444.0,-124.0,320.0,1.903907074973601
DRREDDY,27,2870.0,-769.0,-2133.0,-31.0,2101.0,1.471794871794872
DRREDDY,30,2984.0,-495.0,-2516.0,-27.0,2489.0,1.472852912142152
DRREDDY,33,3570.0,-2255.0,-30.0,1286.0,1315.0,1.8288934426229508
DRREDDY,36,2811.0,-2565.0,-242.0,3.0,246.0,1.2882676443629697
DRREDDY,39,5888.0,-4109.0,-2686.0,-907.0,1779.0,1.3064122476148214
DRREDDY,42,4543.0,-4034.0,-376.0,133.0,509.0,0.8144496235209753
EICHERMOT,3,496.0,-773.0,-111.0,-388.0,-277.0,1.0442105263157895
EICHERMOT,6,716.0,-790.0,-47.0,-121.0,-74.0,1.3638095238095238
EICHERMOT,10,1047.0,-1214.0,-162.0,-329.0,-167.0,1.4914529914529915
EICHERMOT,18,1463.0,-1001.0,-466.0,-4.0,462.0,1.093423019431988
EICHERMOT,21,1708.0,-1744.0,25.0,-10.0,-36.0,1.0245950809838031
EICHERMOT,24,2482.0,-2145.0,-262.0,75.0,337.0,1.2663265306122449
EICHERMOT,27,1575.0,-660.0,-292.0,623.0,915.0,0.7149341806627326
EICHERMOT,30,1694.0,-1508.0,-858.0,-673.0,186.0,0.9272030651340997
EICHERMOT,33,1691.0,-1625.0,-15.0,51.0,66.0,1.2553823311061618
EICHERMOT,36,1527.0,-983.0,-593.0,-50.0,544.0,0.9105545617173524
EICHERMOT,39,2823.0,-2397.0,-417.0,8.0,426.0,0.9687714481811942
EICHERMOT,42,3724.0,-2834.0,-844.0,45.0,890.0,0.9307673081729567
GAIL,7,6603.0,-8626.0,3642.0,1618.0,-2023.0,1.5120219830547286
GAIL,11,4615.0,-4466.0,-3.0,146.0,149.0,0.9642707898035938
GAIL,15,4214.0,-2809.0,-3058.0,-1653.0,1405.0,1.3335443037974684
GAIL,18,3960.0,-904.0,-3028.0,29.0,3056.0,2.113127001067236
GAIL,21,6024.0,-334.0,-5275.0,415.0,5690.0,1.7854179016004743
GAIL,24,8769.0,-2660.0,-5252.0,858.0,6109.0,1.8249739854318419
GAIL,27,7984.0,-5701.0,-3364.0,-1081.0,2283.0,1.2183732641538227
GAIL,30,8345.0,-8299.0,281.0,328.0,46.0,0.8770362585391487
GAIL,33,8993.0,-4640.0,-3471.0,882.0,4353.0,1.463942699007
GAIL,36,9420.0,-5490.0,-3917.0,13.0,3930.0,0.7656046814044213
GAIL,39,3205.0,-7453.0,2972.0,-1276.0,-4248.0,0.5727305218012866
GAIL,42,12586.0,-8226.0,-3457.0,902.0,4360.0,1.270928001615672
GODREJCP,7,820.0,-865.0,282.0,237.0,-45.0,0.9704142011834319
GODREJCP,11,1116.0,-494.0,-620.0,1.0,622.0,1.3626373626373627
GODREJCP,15,1027.0,-1236.0,-12.0,-221.0,-209.0,1.0522540983606556
GODREJCP,18,847.0,-622.0,-202.0,23.0,225.0,1.0192539109506618
GODREJCP,21,1860.0,-2243.0,665.0,282.0,-383.0,1.4220183486238531
GODREJCP,24,1723.0,-336.0,-1384.0,3.0,1387.0,1.0544675642594858
GODREJCP,27,1729.0,274.0,-2039.0,-36.0,2003.0,0.7382578992314262
GODREJCP,30,1588.0,-552.0,-1295.0,-259.0,1036.0,1.0607882431529727
GODREJCP,33,2030.0,-292.0,-1816.0,-79.0,1738.0,1.179546775130738
GODREJCP,36,1451.0,-844.0,-380.0,227.0,607.0,0.8137969713965227
GODREJCP,39,2151.0,-1754.0,-794.0,-398.0,397.0,1.263807285546416
GODREJCP,42,2070.0,-3435.0,1406.0,41.0,-1365.0,-3.6898395721925135
GRASIM,7,4242.0,-5687.0,1348.0,-97.0,-1445.0,1.1228163049232398
GRASIM,11,3549.0,-2336.0,-1046.0,168.0,1213.0,1.2014218009478672
GRASIM,15,4594.0,-2359.0,-2278.0,-42.0,2235.0,1.7792408985282726
GRASIM,18,5868.0,-4515.0,-1365.0,-11.0,1353.0,1.6984081041968162
GRASIM,21,7288.0,-3509.0,-3799.0,-20.0,3779.0,1.7164390014130946
GRASIM,24,-4140.0,1546.0,3449.0,856.0,-2594.0,-1.1225596529284165
GRASIM,27,-1659.0,-2212.0,4158.0,287.0,-3871.0,-0.6043715846994535
GRASIM,30,16620.0,-11364.0,-3418.0,1838.0,5256.0,2.5033890646181653
GRASIM,33,15075.0,-7146.0,-8003.0,-75.0,7929.0,2.157578359811078
GRASIM,36,7038.0,-1053.0,-6733.0,-748.0,5985.0,0.6280563983580225
GRASIM,39,-12685.0,-13712.0,26469.0,72.0,-26397.0,-1.1450622856111212
GRASIM,42,-10719.0,-23114.0,33908.0,75.0,-33833.0,-1.0798911948418295
HAL,21,-423.0,3021.0,-164.0,2433.0,2598.0,-0.16169724770642202
HAL,24,-734.0,594.0,-2540.0,-2680.0,-140.0,-0.36940110719677904
HAL,27,-7694.0,5292.0,2321.0,-80.0,-2402.0,-3.279624893435635
HAL,30,1537.0,-1334.0,64.0,266.0,203.0,0.5408163265306123
HAL,33,15124.0,-1190.0,-7070.0,6864.0,13934.0,4.669342389626428
HAL,36,10180.0,-12789.0,-1464.0,-4072.0,-2609.0,2.0015729453401496
HAL,39,8836.0,-5734.0,-1731.0,1370.0,3102.0,1.5205644467389434
HAL,42,8226.0,-6412.0,-1999.0,-185.0,1814.0,1.0830809743252139
HAVELLS,7,638.0,-144.0,-252.0,242.0,494.0,1.0981067125645438
HAVELLS,11,868.0,-376.0,-310.0,183.0,492.0,1.946188340807175
HAVELLS,15,963.0,-485.0,-754.0,-277.0,478.0,2.501298701298701
HAVELLS,18,513.0,-121.0,-621.0,-229.0,392.0,0.3946153846153846
HAVELLS,21,767.0,-220.0,-98.0,450.0,547.0,1.5526315789473684
HAVELLS,24,1100.0,-946.0,-409.0,-255.0,154.0,1.6641452344931922
HAVELLS,27,501.0,185.0,-318.0,368.0,686.0,0.6357868020304569
HAVELLS,30,827.0,-548.0,-716.0,-437.0,279.0,1.125170068027211
HAVELLS,33,660.0,-763.0,190.0,87.0,-103.0,0.632183908045977
HAVELLS,36,1728.0,-759.0,-547.0,421.0,969.0,1.4448160535117056
HAVELLS,39,565.0,31.0,-907.0,-311.0,596.0,0.5270522388059702
HAVELLS,42,1953.0,-1618.0,-534.0,-199.0,335.0,1.5365853658536586
HCLTECH,5,4492.0,-2361.0,-2086.0,44.0,2131.0,1.111881188118812
HCLTECH,8,6457.0,-4842.0,-1308.0,307.0,1615.0,0.9891237745098039
HCLTECH,12,5539.0,-2088.0,-3140.0,311.0,3451.0,0.7544265867611005
HCLTECH,18,3823.0,-2208.0,-2237.0,-623.0,1615.0,0.682434844698322
HCLTECH,21,8995.0,-3890.0,-4517.0,588.0,5105.0,1.0452010225424122
HCLTECH,24,8328.0,-2236.0,-5714.0,378.0,6092.0,0.9548268745700528
HCLTECH,27,8971.0,-3256.0,-1471.0,4244.0,5715.0,0.8864624505928854
HCLTECH,30,13359.0,-12332.0,-3168.0,-2141.0,1027.0,1.2081939043140093
HCLTECH,33,19618.0,-5665.0,-11192.0,2761.0,13953.0,1.756468797564688
HCLTECH,36,16900.0,1597.0,-14508.0,3989.0,18497.0,1.2497226946683428
HCLTECH,39,18009.0,-3573.0,-15881.0,-1445.0,14436.0,1.2131357359380264
HCLTECH,42,22448.0,-6608.0,-15464.0,376.0,15840.0,1.428898790579249
HDFCBANK,7,-5847.0,-902.0,13105.0,6356.0,-6749.0,-0.8470230334637114
HDFCBANK,11,4211.0,-1099.0,9270.0,12382.0,3112.0,0.4802691605839416
HDFCBANK,15,-21281.0,-800.0,18694.0,-3387.0,-22081.0,-1.9883210314864992
HDFCBANK,18,-34435.0,-837.0,37815.0,2542.0,-35272.0,-2.6858279385383357
HDFCBANK,21,17282.0,-1146.0,-5893.0,10242.0,16136.0,1.128288829405236
HDFCBANK,24,17214.0,-842.0,57378.0,73750.0,16372.0,0.9274284790690157
HDFCBANK,27,-62872.0,-1503.0,23131.0,-41244.0,-64375.0,-2.801033591731266
HDFCBANK,30,-16869.0,-1403.0,24394.0,6122.0,-18272.0,-0.6180026377491208
HDFCBANK,33,42476.0,-1823.0,-7321.0,33332.0,40653.0,1.3333333333333333
HDFCBANK,36,-11960.0,-2051.0,48124.0,34113.0,-14011.0,-0.3134911273623234
HDFCBANK,39,20814.0,-2992.0,23941.0,41762.0,17822.0,0.45101735682246635
HDFCBANK,42,19069.0,16600.0,-3983.0,31687.0,35669.0,0.2913699844146319
HDFCLIFE,15,4459.0,-3514.0,-168.0,777.0,945.0,5.673027989821883
HDFCLIFE,18,5687.0,-3962.0,-212.0,1513.0,1725.0,6.960832313341493
HDFCLIFE,21,6230.0,-5177.0,-236.0,817.0,1053.0,7.023675310033822
HDFCLIFE,24,6739.0,-4421.0,-196.0,2122.0,2318.0,6.087624209575429
HDFCLIFE,27,9868.0,-10182.0,-337.0,-651.0,-314.0,7.721439749608764
HDFCLIFE,30,7388.0,-7789.0,38.0,-364.0,-401.0,5.696222050886662
HDFCLIFE,33,9703.0,-8952.0,678.0,1429.0,751.0,7.129316678912565
HDFCLIFE,36,5943.0,-801.0,-238.0,4904.0,5142.0,4.47852298417483
HDFCLIFE,39,6883.0,-10071.0,1985.0,-1203.0,-3188.0,5.031432748538012
HDFCLIFE,42,10721.0,-13614.0,-403.0,-3296.0,-2893.0,6.81130876747141
HEROMOTOCO,11,2963.0,-1616.0,-1414.0,-66.0,1347.0,1.4096098953377736
HEROMOTOCO,15,2186.0,31.0,-2131.0,86.0,2217.0,0.9247038917089678
HEROMOTOCO,18,3722.0,-2300.0,-1475.0,-53.0,1422.0,1.1960154241645244
HEROMOTOCO,21,4007.0,-1972.0,-2036.0,-1.0,2035.0,1.1300056401579244
HEROMOTOCO,24,4017.0,-1858.0,-2102.0,57.0,2159.0,1.0792584631918323
HEROMOTOCO,27,1032.0,1298.0,-2252.0,78.0,2330.0,0.2977495672244662
HEROMOTOCO,30,5518.0,-2819.0,-2602.0,97.0,2699.0,1.508062312107133
HEROMOTOCO,33,4110.0,-2289.0,-1852.0,-31.0,1821.0,1.3998637602179838
HEROMOTOCO,36,2104.0,-222.0,-1975.0,-94.0,1882.0,0.9033920137398025
HEROMOTOCO,39,2614.0,-421.0,-2147.0,45.0,2193.0,0.9335714285714286
HEROMOTOCO,42,4923.0,-1828.0,-2717.0,379.0,3095.0,1.3156066274719402
HINDALCO,7,2977.0,-13801.0,10278.0,-545.0,-10824.0,0.9900232790156301
HINDALCO,11,7956.0,-8095.0,1493.0,1353.0,-139.0,3.624601366742597
HINDALCO,15,7143.0,-3873.0,-2437.0,833.0,3270.0,27.57915057915058
HINDALCO,18,11688.0,-3220.0,-8862.0,-394.0,8468.0,-16.64957264957265
HINDALCO,21,12687.0,-2876.0,-5552.0,4259.0,9811.0,6.741232731137088
HINDALCO,24,10898.0,5333.0,-16412.0,-181.0,16231.0,1.7915502219299688
HINDALCO,27,11977.0,-5456.0,-5466.0,1055.0,6521.0,2.1796178343949046
HINDALCO,30,12745.0,-7227.0,6656.0,12174.0,5518.0,3.383328908946111
HINDALCO,33,17232.0,-25280.0,-4882.0,-12930.0,-8048.0,4.9474590869939705
HINDALCO,36,16838.0,-6773.0,-6765.0,3300.0,10065.0,1.226365622723962
HINDALCO,39,19208.0,-7559.0,-10450.0,1199.0,11649.0,1.9023472318510448
HINDALCO,42,24056.0,-14267.0,-10817.0,-1028.0,9789.0,2.368882323978336
HINDUNILVR,7,3605.0,63.0,-4147.0,-480.0,3668.0,0.9390466267257098
HINDUNILVR,11,3818.0,-475.0,-2960.0,383.0,3343.0,0.9651162790697675
HINDUNILVR,15,3292.0,138.0,-3462.0,-33.0,3430.0,0.7522851919561243
HINDUNILVR,18,4171.0,-282.0,-3864.0,25.0,3889.0,1.0048181161165983
HINDUNILVR,21,5185.0,-1173.0,-4214.0,-202.0,4012.0,1.1547884187082404
HINDUNILVR,24,6059.0,-1063.0,-4975.0,21.0,4996.0,1.1591735220968051
HINDUNILVR,27,5800.0,-438.0,-5390.0,-28.0,5362.0,0.9570957095709571
HINDUNILVR,30,7623.0,1791.0,-6819.0,2595.0,9414.0,1.1283303730017762
HINDUNILVR,33,9163.0,-1228.0,-9309.0,-1374.0,7935.0,1.1455181897737217
HINDUNILVR,36,9048.0,-1728.0,-8015.0,-695.0,7320.0,1.0175438596491229
HINDUNILVR,39,9991.0,-1484.0,-8953.0,-446.0,8507.0,0.9850142955733018
HINDUNILVR,42,15469.0,-5324.0,-10034.0,111.0,10145.0,1.504473837774752
ICICIBANK,7,17494.0,-18563.0,9283.0,8215.0,-1069.0,1.726949654491609
ICICIBANK,11,6765.0,-15750.0,7872.0,-1113.0,-8985.0,0.5793440095915047
ICICIBANK,15,-12273.0,-13175.0,24827.0,-621.0,-25448.0,-0.9483078349559574
ICICIBANK,18,23645.0,-12060.0,5814.0,17399.0,11585.0,2.16390592111284
ICICIBANK,21,52636.0,-1711.0,-35470.0,15455.0,50925.0,4.641622574955909
ICICIBANK,24,19383.0,-50551.0,39676.0,8508.0,-31168.0,2.13
ICICIBANK,27,48671.0,-30282.0,-19997.0,-1608.0,18389.0,8.555282123396028
ICICIBANK,30,79565.0,-42095.0,2992.0,40462.0,37470.0,7.088195991091314
ICICIBANK,33,138015.0,-63631.0,-54667.0,19718.0,74384.0,6.777401296405421
ICICIBANK,36,58111.0,-39448.0,17451.0,36114.0,18663.0,2.18972793729746
ICICIBANK,39,-3771.0,-67689.0,24791.0,-46669.0,-71460.0,-0.10634217873156425
ICICIBANK,42,157284.0,-144737.0,13765.0,26312.0,12547.0,3.4132071786636575
ICICIGI,7,984.0,-962.0,102.0,124.0,22.0,2.7875354107648724
ICICIGI,11,595.0,-706.0,4.0,-108.0,-111.0,1.1442307692307692
ICICIGI,15,-98.0,171.0,-93.0,-20.0,73.0,-0.1675213675213675
ICICIGI,18,511.0,-310.0,-148.0,53.0,201.0,1.0078895463510849
ICICIGI,21,1628.0,-1990.0,361.0,-1.0,-362.0,2.319088319088319
ICICIGI,24,2390.0,-1896.0,-96.0,398.0,494.0,2.7726218097447797
ICICIGI,27,2976.0,-2856.0,-310.0,-190.0,120.0,2.8369876072449953
ICICIGI,30,3433.0,-3382.0,-420.0,-369.0,51.0,2.875209380234506
ICICIGI,33,1774.0,-1367.0,-212.0,195.0,407.0,1.2043448744059742
ICICIGI,36,809.0,135.0,-879.0,65.0,944.0,0.6365066876475216
ICICIGI,39,2290.0,-1685.0,-695.0,-90.0,605.0,1.324465008675535
ICICIGI,42,2407.0,-1921.0,-355.0,131.0,486.0,1.2542991141219386
ICICIPRULI,7,-2641.0,1564.0,-514.0,-1591.0,-1077.0,-1.7432343234323433
ICICIPRULI,11,-2382.0,6012.0,-1091.0,2539.0,3630.0,-1.5259449071108264
ICICIPRULI,15,523.0,-1822.0,-966.0,-2264.0,-1299.0,0.31890243902439025
ICICIPRULI,18,3634.0,27.0,-1442.0,2219.0,3661.0,2.2024242424242426
ICICIPRULI,21,4130.0,-696.0,-994.0,2439.0,3434.0,2.455410225921522
ICICIPRULI,24,5690.0,-5389.0,-1188.0,-887.0,301.0,3.5145151327980235
ICICIPRULI,27,11377.0,-7559.0,-843.0,2975.0,3818.0,9.988586479367866
ICICIPRULI,30,8596.0,-10797.0,-405.0,-2606.0,-2201.0,8.056232427366448
ICICIPRULI,33,7314.0,-5084.0,1205.0,3434.0,2230.0,7.650627615062762
ICICIPRULI,36,1831.0,-816.0,-319.0,696.0,1015.0,2.412384716732543
ICICIPRULI,39,89.0,-1145.0,-112.0,-1168.0,-1056.0,0.10947109471094711
ICICIPRULI,42,-7315.0,7420.0,-88.0,17.0,105.0,-8.595769682726205
INDIGO,7,1741.0,-1890.0,36.0,-113.0,-149.0,2.2121982210927573
INDIGO,11,1595.0,-2914.0,1285.0,-34.0,-1319.0,3.3649789029535864
INDIGO,15,2384.0,-940.0,-1308.0,136.0,1444.0,1.8282208588957056
INDIGO,18,3116.0,-1337.0,-1220.0,559.0,1779.0,1.5689828801611279
INDIGO,21,3782.0,-3033.0,-1401.0,-652.0,749.0,2.2796865581675707
INDIGO,24,3903.0,-4152.0,766.0,518.0,-249.0,1.7408563782337199
INDIGO,27,3160.0,-2526.0,-592.0,42.0,634.0,20.256410256410255
INDIGO,30,6943.0,-4573.0,-2407.0,-37.0,2370.0,-27.995967741935484
INDIGO,33,-1620.0,3228.0,-1775.0,-168.0,1608.0,0.2625182304326689
INDIGO,36,2064.0,1527.0,-3088.0,503.0,3591.0,-6.511041009463723
INDIGO,39,12703.0,-4039.0,-8432.0,232.0,8664.0,-40.072555205047315
INDIGO,42,21183.0,-11759.0,-9979.0,-555.0,9424.0,2.5937308681278317
INDUSINDBK,7,-486.0,-174.0,1969.0,1309.0,-660.0,-0.4580584354382658
INDUSINDBK,11,-4106.0,-174.0,4200.0,-79.0,-4280.0,-2.9161931818181817
INDUSINDBK,15,-1421.0,-276.0,5707.0,4010.0,-1697.0,-0.7920847268673356
INDUSINDBK,18,-2927.0,-258.0,2517.0,-667.0,-3185.0,-1.2804024496937882
INDUSINDBK,21,11569.0,-285.0,-2768.0,8516.0,11284.0,4.033821478382148
INDUSINDBK,24,-20700.0,-217.0,15505.0,-5412.0,-20917.0,-5.740432612312812
INDUSINDBK,27,-6389.0,-633.0,8590.0,1568.0,-7022.0,-1.9354740987579522
INDUSINDBK,30,-12039.0,526.0,12733.0,1220.0,-11513.0,-2.724988682661838
INDUSINDBK,33,44646.0,-226.0,-4096.0,40324.0,44420.0,15.7425952045134
INDUSINDBK,36,16600.0,-351.0,-4302.0,11947.0,16249.0,3.600086749078291
INDUSINDBK,39,-12438.0,-441.0,1115.0,-11763.0,-12879.0,-1.683085250338295
INDUSINDBK,42,-16843.0,-625.0,-2242.0,-19710.0,-17468.0,-1.8818994413407821
INFY,7,7373.0,-2922.0,-3210.0,1241.0,4451.0,0.781949305334606
INFY,11,9825.0,-2563.0,-3144.0,4118.0,7262.0,0.9220157657657657
INFY,15,8353.0,999.0,-4935.0,4417.0,9352.0,0.6751535725832525
INFY,18,10028.0,-885.0,-6813.0,2330.0,9143.0,0.7434205649047372
INFY,21,11531.0,-14664.0,-6939.0,-10072.0,-3133.0,0.8033860516965095
INFY,24,13218.0,4533.0,-20505.0,-2754.0,17751.0,0.8246303574770728
INFY,27,14841.0,-632.0,-14512.0,-303.0,14209.0,0.9630759247242051
INFY,30,17003.0,-331.0,-17591.0,-919.0,16672.0,1.0218763146823728
INFY,33,23224.0,-7373.0,-9786.0,6065.0,15851.0,1.195695824537919
INFY,36,23885.0,-6485.0,-24642.0,-7242.0,17400.0,1.0785243384809897
INFY,39,22467.0,-1071.0,-26695.0,-5299.0,21396.0,0.9319313091090095
INFY,42,25210.0,-5093.0,-17504.0,2613.0,20117.0,0.9604541298384639
IOC,7,9340.0,-9294.0,352.0,398.0,46.0,2.5751309622277363
IOC,11,24195.0,-18594.0,-3116.0,2485.0,5601.0,3.4728003444811253
IOC,15,46092.0,-10215.0,-38283.0,-2406.0,35877.0,9.460591133004925
IOC,18,25624.0,-13610.0,-11890.0,124.0,12014.0,2.0642874405864817
IOC,21,28216.0,-17684.0,-10937.0,-405.0,10532.0,1.3841550159430953
IOC,24,29115.0,-17119.0,-12007.0,-11.0,11996.0,1.286793953858393
IOC,27,12747.0,-22569.0,10436.0,614.0,-9822.0,0.7379298367488711
IOC,30,7146.0,-29101.0,22456.0,502.0,-21955.0,-3.8091684434968016
IOC,33,49650.0,-22935.0,-27369.0,-653.0,26715.0,2.2814998621450235
IOC,36,25747.0,-21294.0,-4058.0,395.0,4453.0,1.00077739339993
IOC,39,29644.0,-28030.0,-1794.0,-180.0,1614.0,2.5328092959671906
IOC,42,71099.0,-31464.0,-39385.0,250.0,39635.0,1.6472973286068442
IRCTC,15,69.0,-46.0,-17.0,6.0,23.0,0.5267175572519084
IRCTC,18,288.0,7.0,-31.0,263.0,295.0,1.5238095238095237
IRCTC,21,338.0,94.0,-136.0,296.0,432.0,1.4759825327510918
IRCTC,24,24.0,40.0,-57.0,7.0,64.0,0.1085972850678733
IRCTC,27,499.0,-353.0,-179.0,-33.0,146.0,1.6148867313915858
IRCTC,30,409.0,8.0,-280.0,137.0,417.0,0.797270955165692
IRCTC,33,248.0,-453.0,-47.0,-252.0,-205.0,1.3262032085561497
IRCTC,36,524.0,-242.0,-258.0,23.0,282.0,0.793939393939394
IRCTC,39,812.0,-317.0,-434.0,61.0,495.0,0.8071570576540755
IRCTC,42,882.0,-215.0,-404.0,262.0,667.0,0.7938793879387939
IRFC,18,-16378.0,2.0,17582.0,1206.0,-16376.0,-19.290930506478208
IRFC,21,-19455.0,2.0,18250.0,-1204.0,-19453.0,-20.829764453961456
IRFC,24,-28076.0,2.0,28075.0,0.0,-28074.0,-13.662287104622871
IRFC,27,-41748.0,1.0,41749.0,3.0,-41747.0,-18.51352549889135
IRFC,30,-62701.0,1.0,62697.0,-2.0,-62700.0,-19.64317042606516
IRFC,33,-89907.0,0.0,90202.0,296.0,-89907.0,-20.359375
IRFC,36,-64412.0,-5.0,64266.0,-151.0,-64417.0,-10.576683087027915
IRFC,39,-28588.0,0.0,28644.0,56.0,-28588.0,-4.635641316685585
IRFC,42,7914.0,-8.0,-8046.0,-140.0,7906.0,1.2342482844666252
ITC,7,7102.0,-3881.0,-3310.0,-90.0,3221.0,0.921858774662513
ITC,11,7344.0,-3254.0,-4122.0,-32.0,4090.0,0.8159093434062882
ITC,15,9843.0,-5275.0,-4661.0,-93.0,4568.0,1.0065446364658963
ITC,18,9799.0,-3921.0,-5613.0,266.0,5878.0,1.0313651194611093
ITC,21,10627.0,-3251.0,-7301.0,75.0,7376.0,1.0143170754987114
ITC,24,13169.0,-7114.0,-6221.0,-166.0,6055.0,1.1458278952405812
ITC,27,12583.0,-5546.0,-6869.0,169.0,7037.0,0.9802898099096292
ITC,30,14690.0,-6174.0,-8181.0,334.0,8516.0,0.942089399089335
ITC,33,12527.0,5740.0,-18634.0,-367.0,18267.0,0.9360382574908466
ITC,36,15776.0,-2238.0,-13580.0,-43.0,13538.0,1.017609494936464
ITC,39,18878.0,-5732.0,-13006.0,139.0,13146.0,0.9692457770703907
ITC,42,17179.0,1563.0,-18551.0,191.0,18742.0,0.8278637174112091
JINDALSTEL,7,3522.0,-9591.0,6111.0,43.0,-6069.0,1.193089430894309
JINDALSTEL,11,4580.0,-12694.0,8879.0,766.0,-8114.0,2.4156118143459917
JINDALSTEL,15,1182.0,-6717.0,5708.0,173.0,-5535.0,-0.8140495867768595
JINDALSTEL,18,4333.0,-2262.0,-2672.0,-601.0,2071.0,-1.4036281179138321
JINDALSTEL,21,6850.0,-1998.0,-5108.0,-256.0,4852.0,-2.6989755713159966
JINDALSTEL,24,7724.0,-1431.0,-6276.0,17.0,6293.0,-4.77970297029703
JINDALSTEL,27,9027.0,-832.0,-8261.0,-67.0,8195.0,-3.7425373134328357
JINDALSTEL,30,8814.0,-1476.0,-7016.0,322.0,7338.0,-22.035
JINDALSTEL,33,11961.0,-1884.0,-4612.0,5465.0,10077.0,2.8031403796578394
JINDALSTEL,36,16048.0,-2331.0,-15120.0,-1403.0,13717.0,2.371859296482412
JINDALSTEL,39,7347.0,-4090.0,-2500.0,757.0,3257.0,1.8487669854051334
JINDALSTEL,42,6008.0,-8344.0,1381.0,-955.0,-2336.0,1.010937237085647
JIOFIN,39,2055.0,-1110.0,-889.0,56.0,945.0,66.29032258064517
JIOFIN,42,-678.0,1441.0,-753.0,11.0,763.0,-0.4224299065420561
JSWENERGY,7,1725.0,-944.0,-684.0,96.0,781.0,1.9145394006659266
JSWENERGY,11,2269.0,-363.0,-1859.0,48.0,1906.0,2.985526315789474
JSWENERGY,15,3394.0,-422.0,-2327.0,645.0,2972.0,2.499263622974963
JSWENERGY,18,3538.0,-3272.0,-1622.0,-1357.0,266.0,2.4232876712328766
JSWENERGY,21,3853.0,-762.0,-2595.0,496.0,3091.0,6.184590690208668
