symbol,year_id,operating_activity,investing_activity,financing_activity,net_cash_flow,free_cash_flow,cash_conversion_ratio
TVSMOTOR,18,936.0,-605.0,-319.0,12.0,331.0,2.1818181818181817
TVSMOTOR,21,689.0,-709.0,-59.0,-79.0,-20.0,1.3536345776031433
TVSMOTOR,24,354.0,-1095.0,897.0,156.0,-741.0,0.5323308270676692
TVSMOTOR,27,-918.0,-1104.0,2210.0,188.0,-2022.0,-1.2662068965517241
TVSMOTOR,30,373.0,-1090.0,1619.0,902.0,-717.0,0.5765069551777434
TVSMOTOR,33,1151.0,-882.0,264.0,532.0,269.0,1.893092105263158
TVSMOTOR,36,-1575.0,-1471.0,2918.0,532.0,-3046.0,-2.1545827633378933
TVSMOTOR,39,-4405.0,-1308.0,6118.0,406.0,-5713.0,-3.3651642475171886
TVSMOTOR,42,-1253.0,-1001.0,2759.0,505.0,-2254.0,-0.7043282743114109
ULTRACEMCO,7,3618.0,-4362.0,715.0,-30.0,-744.0,1.3459821428571428
ULTRACEMCO,11,3455.0,-2342.0,-949.0,164.0,1113.0,1.561229100768188
ULTRACEMCO,15,4190.0,-2144.0,-2110.0,-63.0,2046.0,1.9933396764985727
ULTRACEMCO,18,4526.0,-3673.0,-844.0,8.0,853.0,1.825
ULTRACEMCO,21,5005.0,-2501.0,-2535.0,-31.0,2504.0,1.844141488577745
ULTRACEMCO,24,3888.0,1866.0,-5735.0,18.0,5754.0,1.7482014388489209
ULTRACEMCO,27,5956.0,1165.0,-6757.0,364.0,7121.0,2.4816666666666665
ULTRACEMCO,30,8972.0,-4192.0,-5076.0,-295.0,4780.0,1.560076508433316
ULTRACEMCO,33,12500.0,-8856.0,-4356.0,-712.0,3644.0,2.288538996704504
ULTRACEMCO,36,9283.0,2257.0,-12498.0,-958.0,11540.0,1.2657485683119716
ULTRACEMCO,39,9069.0,-7188.0,-1631.0,250.0,1881.0,1.787699586043761
ULTRACEMCO,42,10898.0,-8789.0,-1926.0,183.0,2109.0,1.5559680182752713
UNIONBANK,7,-4245.0,-343.0,5096.0,507.0,-4588.0,-1.978098788443616
UNIONBANK,11,2570.0,-363.0,4902.0,7109.0,2207.0,1.5234143449911084
UNIONBANK,15,-3567.0,-318.0,3168.0,-718.0,-3885.0,-2.0141163184641444
UNIONBANK,18,81.0,-9.0,-2.0,70.0,72.0,0.060133630289532294
UNIONBANK,21,-6624.0,-280.0,10194.0,3289.0,-6904.0,-11.56020942408377
UNIONBANK,24,6097.0,-315.0,10792.0,16574.0,5782.0,-1.169800460475825
UNIONBANK,27,-7778.0,-297.0,1758.0,-6317.0,-8075.0,2.6618754277891856
UNIONBANK,30,-77.0,-4.0,201.0,121.0,-81.0,0.024671579621916052
UNIONBANK,33,20527.0,-601.0,-18861.0,1066.0,19926.0,7.169752008382815
UNIONBANK,36,36339.0,-558.0,-786.0,34995.0,35781.0,6.901994301994302
UNIONBANK,39,6056.0,-2561.0,-10654.0,-7159.0,3495.0,0.7114661654135338
UNIONBANK,42,19930.0,-1394.0,-11489.0,7047.0,18536.0,1.4445169239689788
UNITDSPR,7,1969.0,-1121.0,-992.0,-145.0,848.0,-18.752380952380953
UNITDSPR,11,-552.0,-252.0,1235.0,431.0,-804.0,0.12296725328580976
UNITDSPR,15,-196.0,3855.0,-4002.0,-343.0,3659.0,0.11618257261410789
UNITDSPR,18,283.0,733.0,-1155.0,-139.0,1016.0,1.979020979020979
UNITDSPR,21,647.0,-227.0,-475.0,-56.0,420.0,6.956989247311828
UNITDSPR,24,925.0,104.0,-966.0,63.0,1029.0,1.4187116564417177
UNITDSPR,27,948.0,-66.0,-808.0,74.0,882.0,1.3859649122807018
UNITDSPR,30,783.0,-194.0,-740.0,-150.0,589.0,1.2608695652173914
UNITDSPR,33,1818.0,-99.0,-1707.0,12.0,1719.0,5.0220994475138125
UNITDSPR,36,977.0,-313.0,-688.0,-23.0,664.0,1.2046855733662145
UNITDSPR,39,615.0,-55.0,-500.0,60.0,560.0,0.5461811722912966
UNITDSPR,42,1118.0,226.0,-407.0,937.0,1344.0,0.7940340909090909
VBL,3,280.0,-507.0,229.0,3.0,-227.0,11.2
VBL,6,297.0,-574.0,274.0,-2.0,-277.0,-7.425
VBL,10,431.0,-500.0,58.0,-11.0,-69.0,-21.55
VBL,14,555.0,-300.0,-236.0,19.0,255.0,4.911504424778761
VBL,17,826.0,-1048.0,230.0,8.0,-222.0,17.208333333333332
VBL,20,620.0,-746.0,159.0,32.0,-126.0,2.897196261682243
VBL,23,1000.0,-937.0,-84.0,-22.0,63.0,3.3333333333333335
VBL,26,1308.0,-2320.0,1107.0,95.0,-1012.0,2.7711864406779663
VBL,29,1012.0,-472.0,-574.0,-33.0,540.0,2.834733893557423
VBL,32,1231.0,-1008.0,-178.0,46.0,223.0,1.6501340482573728
VBL,35,1790.0,-1769.0,-18.0,4.0,21.0,1.1548387096774193
VBL,38,2391.0,-3288.0,985.0,88.0,-897.0,1.137488106565176
VEDL,7,22.0,-311.0,238.0,-51.0,-289.0,0.009649122807017544
VEDL,11,15601.0,-2890.0,-5052.0,7659.0,12711.0,1.3659924700113826
VEDL,15,17805.0,-4133.0,-13956.0,-284.0,13672.0,-1.5661008004222008
VEDL,18,20377.0,-7868.0,-11303.0,1206.0,12509.0,-1.140801701937073
VEDL,21,18083.0,2681.0,-12425.0,8339.0,20764.0,1.5980028278543654
VEDL,24,17366.0,15480.0,-39255.0,-6409.0,32846.0,1.268331872626351
VEDL,27,23754.0,-10594.0,-10242.0,2918.0,13160.0,2.4493710043307897
VEDL,30,19300.0,-5925.0,-15547.0,-2172.0,13375.0,-4.068296795952782
VEDL,33,23980.0,-6678.0,-17565.0,-263.0,17302.0,1.5952634379989357
VEDL,36,34963.0,-2243.0,-28903.0,3817.0,32720.0,1.4746098692534795
VEDL,39,33065.0,-668.0,-34142.0,-1745.0,32397.0,2.279873129697304
VEDL,42,35654.0,-13676.0,-26092.0,-4114.0,21978.0,4.729274439580847
WIPRO,7,6394.0,-4536.0,-1140.0,717.0,1858.0,1.034293109026205
WIPRO,11,6790.0,-284.0,-3570.0,2936.0,6506.0,0.8497059191590539
WIPRO,15,7840.0,-2537.0,-830.0,4474.0,5303.0,0.8997016295616249
WIPRO,18,7887.0,-13761.0,-159.0,-6032.0,-5874.0,0.8805403594953668
WIPRO,21,9277.0,-11770.0,-2275.0,-4767.0,-2493.0,1.0891054238084057
WIPRO,24,8423.0,3595.0,-12998.0,-979.0,12018.0,1.052480319880045
WIPRO,27,11632.0,5065.0,-4937.0,11760.0,16697.0,1.2898647150144156
WIPRO,30,10064.0,3593.0,-15100.0,-1442.0,13657.0,1.0298812934916086
WIPRO,33,14755.0,685.0,-12884.0,2556.0,15440.0,1.3576555023923444
WIPRO,36,11080.0,-22321.0,4659.0,-6583.0,-11241.0,0.9050069427427918
WIPRO,39,13060.0,-8169.0,-6088.0,-1197.0,4891.0,1.1490409994721098
WIPRO,42,17622.0,1144.0,-18257.0,509.0,18766.0,1.58585313174946
ZOMATO,30,-2144.0,1740.0,359.0,-45.0,-404.0,0.8985750209555742
ZOMATO,33,-1018.0,-5245.0,6402.0,139.0,-6263.0,1.2475490196078431
ZOMATO,36,-693.0,-7971.0,8750.0,86.0,-8664.0,0.5671031096563012
ZOMATO,39,-844.0,797.0,-127.0,-174.0,-47.0,0.8692070030895983
ZOMATO,42,646.0,-348.0,-207.0,91.0,298.0,1.8404558404558404
ZYDUSLIFE,7,603.0,-682.0,286.0,207.0,-79.0,0.8739130434782608
ZYDUSLIFE,11,903.0,-438.0,-529.0,-64.0,465.0,1.0801435406698565
ZYDUSLIFE,15,994.0,-465.0,-351.0,178.0,529.0,0.8367003367003367
ZYDUSLIFE,18,1894.0,-860.0,-935.0,99.0,1034.0,0.9643584521384929
ZYDUSLIFE,21,1312.0,-2872.0,2316.0,756.0,-1560.0,0.8648648648648649
ZYDUSLIFE,24,919.0,-974.0,52.0,-3.0,-55.0,0.5077348066298343
ZYDUSLIFE,27,1282.0,-3977.0,1885.0,-811.0,-2695.0,0.6750921537651395
ZYDUSLIFE,30,2932.0,-1004.0,-1528.0,399.0,1928.0,2.435215946843854
ZYDUSLIFE,33,3294.0,-837.0,-2548.0,-90.0,2457.0,1.5075514874141875
ZYDUSLIFE,36,2104.0,-1018.0,-868.0,219.0,1086.0,0.4556084885231702
ZYDUSLIFE,39,2689.0,1542.0,-4400.0,-170.0,4231.0,1.2853728489483747
ZYDUSLIFE,42,3228.0,-1492.0,-1810.0,-75.0,1736.0,0.8124842688144979
